TransactionID,CustomerID,TransactionAmount,PaymentType,ProductCategory,Quantity,DeviceType,IPAddress,ShippingAddress,BillingAddress,IsFraudulent,AccountAge,TransactionHour
da726eb4-d95,f7a8349b,31.76,PayPal,Clothing,1,Tablet,79.115.96.166,68462 Ward Prairie Apt. 790,552 Rhodes Valley Suite 300,0,15,19
1fdd9cbc-5c1,0eb84083,800.4,Credit Card,Home,4,Mobile,141.97.165.14,670 Lyons Loaf Suite 772,33038 Martinez Lakes,0,125,6
5fd711a2-16c,8076f055,773.65,Debit Card,Sports,2,Mobile,42.104.115.248,487 Howard Trail,76173 Howard Alley,0,191,3
67e73de4-c87,35f284ec,293.35,Debit Card,Sports,2,Tablet,4.19.204.68,51829 Michael Village Apt. 763,358 Landry Turnpike Apt. 308,0,188,21
d74789c0-7b7,fbc60326,456.0,Debit Card,Clothing,4,Tablet,215.174.89.194,2384 Jones Light Suite 166,611 Steven Row Suite 681,0,347,2
65958eac-d97,b0936748,288.84,PayPal,Electronics,3,Tablet,134.245.80.117,560 Morse Run,7116 Ashley Well,0,36,10
2e77727b-879,dac7039c,753.92,PayPal,Sports,5,Desktop,207.55.253.8,65631 Shaw Port,2412 Patricia Via Suite 624,0,281,6
c86f36a0-cfb,1fff0461,380.8,Net Banking,Health,3,Tablet,78.98.225.158,343 Cunningham Branch,717 Margaret Union Suite 903,0,292,8
b99bcda5-2a6,2478067b,315.75,Credit Card,Toys & Games,1,Desktop,9.206.154.163,80407 Jones Lodge,77475 Nicole Summit Apt. 046,0,68,22
629c83e9-0b0,185a280e,956.33,Credit Card,Toys & Games,5,Desktop,98.171.204.102,52644 Phillip Streets,73266 Sarah Ways,0,59,5
8dcc45e3-f10,d450f6cf,262.12,PayPal,Home,1,Desktop,206.197.48.109,961 Stevens Estate Suite 942,848 Foley Fall,0,169,15
e15ecb2f-bea,4cc59b9d,199.72,PayPal,Electronics,4,Mobile,148.94.22.148,927 Martinez Hills,01400 Jessica Village Apt. 632,0,113,6
d852bb1c-d6b,4c37be98,990.27,Debit Card,Electronics,1,Desktop,71.191.243.221,566 Reese Parks Suite 580,5558 Katherine Walk,0,2,18
74b3c9e9-66f,e8aad262,290.04,Net Banking,Health,2,Desktop,27.158.200.132,0595 Victoria Estates,0109 Russell Isle,0,135,13
a349eb57-525,04322ff8,632.26,PayPal,Electronics,5,Tablet,106.200.160.151,729 Craig Station,688 Megan Cove Apt. 456,0,180,1
21a9b4c1-7e8,8c788e2f,220.53,PayPal,Toys & Games,1,Tablet,72.103.89.241,734 Robert Walks Apt. 518,918 Katherine Key Apt. 702,0,257,23
144b9e03-30b,1437efc4,931.57,Net Banking,Clothing,1,Desktop,109.148.217.234,16028 Moore Hills,0330 Johnson Estate Suite 110,0,200,15
7bb52e3c-597,d05837e7,229.89,Debit Card,Home,4,Desktop,81.184.164.44,2051 David Terrace,31222 Grimes Mission,0,294,7
33559f65-6e5,4399a381,607.21,PayPal,Home,1,Desktop,93.100.241.189,9805 Alexis Mall,70692 Tammy Springs,0,151,22
bef2c3d8-615,045d0c4c,636.67,Credit Card,Sports,5,Desktop,12.231.95.146,82545 Drake Meadows Apt. 530,740 Cook Mountain,0,186,4
d0488654-1e0,3c3504c0,24.89,Credit Card,Health,4,Desktop,185.112.2.23,2539 Thompson Junctions,7590 Brooke Street Apt. 858,0,358,23
9819586b-00b,bf3cd23d,106.45,Net Banking,Electronics,5,Tablet,68.159.133.118,0964 Gabriel Spur Apt. 982,027 Angela Neck,0,68,10
219d9989-d1a,a21d71e4,67.06,PayPal,Health,2,Desktop,146.195.255.130,2977 Cobb Fork Suite 793,26266 Anderson Locks,0,371,7
2f4a78c9-799,e2569a93,208.41,Credit Card,Health,4,Mobile,115.22.76.72,56031 Bryan Causeway,2496 Lewis Springs Suite 428,1,314,6
d6468f98-b5d,3bd7e0c3,389.27,PayPal,Clothing,2,Desktop,177.202.153.68,033 Wright Bridge Apt. 770,3691 Carpenter Greens,0,92,20
834b1198-46d,692ab4e7,817.81,Net Banking,Sports,2,Mobile,146.86.165.5,63801 Adam Roads,4889 Steven Expressway,0,241,20
3c0f6a49-494,9b715ab6,50.02,Net Banking,Home,5,Tablet,82.19.208.147,96989 Morrison Bypass Suite 981,1655 Alexa Ferry Apt. 219,0,231,5
bcc3314d-6ec,eb23d3f1,396.68,Net Banking,Toys & Games,1,Desktop,213.98.48.211,553 Carolyn Loaf Suite 760,6236 Hendricks Port Apt. 990,0,255,17
783894f0-d21,17890a40,219.59,Net Banking,Clothing,4,Tablet,89.135.133.116,74326 Dennis Street Apt. 489,310 King Mews,0,368,10
4cfe5fe5-f41,118d0d35,686.62,PayPal,Sports,2,Tablet,138.9.74.151,3049 Cox Underpass,97586 Alexander Route Apt. 063,0,84,7
d330b0eb-da9,348e656c,287.36,Net Banking,Sports,2,Desktop,221.142.99.193,91050 Sarah Valley,588 Hodges Station,1,142,22
0577a4e0-741,68f566b9,179.23,PayPal,Sports,4,Desktop,213.69.69.184,347 Kristin Estate Suite 317,081 Rebecca Dale Suite 828,0,244,11
290a4e5b-a6c,11690888,801.49,Credit Card,Sports,3,Tablet,119.209.4.105,766 Holland Lake Apt. 424,528 Wilkerson Parkways Apt. 592,0,252,10
96312ee9-876,f4c62ba0,223.12,Debit Card,Clothing,2,Desktop,194.85.115.211,364 Jenna Circle,34070 Randy Row,0,98,21
628dff96-cc4,06fc2ea5,851.53,Credit Card,Toys & Games,3,Mobile,80.26.31.33,83547 Kristen Hill,405 Heidi Hill Suite 883,0,182,10
bf7ae400-578,f1ada679,49.03,PayPal,Health,5,Mobile,192.106.242.121,8048 Ramirez Ways Suite 692,101 Stevens Points Apt. 751,0,135,21
c8ad5503-6c2,4d307997,803.31,PayPal,Clothing,5,Mobile,178.67.53.71,5727 Krueger Burg Apt. 745,9521 Michael Ferry,0,9,0
cb96761c-3cb,a9c08068,379.8,PayPal,Electronics,5,Tablet,34.68.192.122,099 Stanton Ville Suite 668,6646 Nelson Locks,0,288,3
ccd7c164-8ba,c32a8b8e,885.76,PayPal,Electronics,4,Mobile,45.252.115.18,644 Christopher Mews,4416 Chelsey Brook,0,228,10
ebf41b66-31e,df333e07,900.0,Net Banking,Toys & Games,1,Desktop,4.243.173.42,93780 Harding Rue Apt. 631,318 Porter Burg,0,289,2
71f3d4a3-0f1,ac0c6dc9,759.31,Credit Card,Toys & Games,5,Desktop,17.96.192.123,9305 Graham Causeway Apt. 647,396 Marc Village Suite 760,0,284,11
0e6d78b7-a5f,cd0b5b48,562.88,Debit Card,Sports,3,Tablet,85.187.1.80,18476 Williams Ferry,0951 Colleen Pike,0,313,2
a3418ba0-720,907c7687,514.04,Debit Card,Sports,2,Tablet,14.187.183.103,2236 Dunn Islands Apt. 764,9652 Brewer Inlet,0,120,3
97556efb-6ea,eea55b1f,265.05,PayPal,Home,2,Tablet,217.194.188.193,9499 Grimes Lights,676 Brandon Pass Apt. 943,0,2,10
c1f129e2-1a5,2238e4df,653.47,Debit Card,Sports,4,Tablet,117.83.72.167,3460 Manuel Cove,41103 Samantha Parkways Suite 413,0,363,14
b3d6f454-54e,7f337d30,954.9,Debit Card,Toys & Games,1,Desktop,206.44.169.81,70258 Knight Shoals,97141 Browning Keys Apt. 881,0,18,22
81687697-2a7,86b03f3e,479.88,Debit Card,Toys & Games,3,Desktop,175.15.82.182,94887 Omar Port Suite 415,3155 Green Cape Apt. 392,0,285,3
15c5010f-d35,f602abb8,214.11,Net Banking,Health,3,Mobile,7.93.170.109,2498 Tyler Groves Apt. 773,770 Carmen Loop,0,254,3
86be5adf-2fa,e76e826d,292.55,Net Banking,Home,3,Desktop,221.34.132.161,047 Todd Tunnel Suite 324,24445 Combs Glen,0,311,3
cc1ff8d9-5c1,2bcfe02c,485.56,Credit Card,Home,4,Desktop,81.174.200.122,26557 Scott Street,8001 Jill Shores Suite 211,0,209,10
84b2f974-bec,6a4d8543,546.41,Credit Card,Toys & Games,1,Desktop,40.126.129.43,245 Tanya Mountain Suite 124,599 Ellis Orchard,0,106,13
abcc3ffc-70e,382343d8,468.21,PayPal,Electronics,5,Desktop,52.95.207.102,2404 Duran Lakes Apt. 008,63248 Robert Key,0,63,18
b4b6c34f-e72,3acb04e4,991.7,Net Banking,Toys & Games,5,Desktop,207.2.3.99,99406 Alexandra Drive Apt. 883,785 Martin Burgs Suite 418,0,329,4
255858dd-104,e1c946a1,140.71,Debit Card,Home,4,Mobile,98.200.203.152,4797 Rick Wall Apt. 220,27721 Mccall Drive,0,204,15
3969e4f5-6a8,b5ff9962,570.18,PayPal,Electronics,1,Mobile,25.242.236.158,5739 Riley Spurs,9956 Jessica Street Apt. 806,0,358,8
83c19d5c-856,992a5617,536.54,Credit Card,Electronics,5,Mobile,56.122.238.67,201 Lang Fort,0734 Miller Parkway Suite 676,0,236,15
a6c0e602-93c,258d6ed9,532.71,Debit Card,Sports,3,Tablet,168.146.197.223,59545 Leach Parks,8120 Wheeler Trail,0,283,16
a1b0a9a4-ace,33633318,785.69,Debit Card,Toys & Games,3,Desktop,63.205.50.121,99829 Blake Squares,9180 Julie Burgs Apt. 999,1,304,16
4a89e995-fb5,7839b3c9,141.42,Debit Card,Electronics,5,Tablet,69.181.3.8,757 April Branch Apt. 533,885 Waller Plains,0,173,15
ab0cfb27-cf1,a8070b3b,383.77,PayPal,Home,5,Desktop,136.3.195.210,72289 Sanchez Ramp Apt. 016,1665 Poole Spurs Apt. 058,0,87,6
e5f5b96b-3bd,c7434f40,880.07,Credit Card,Electronics,5,Mobile,168.213.8.176,550 Weber Center,916 Willis Vista,0,262,15
70b4cfae-934,8741917e,690.86,Net Banking,Toys & Games,3,Tablet,165.64.200.7,95899 Miranda Summit,452 Little Cliffs Suite 847,0,282,16
ada050d2-d34,eb84baa1,314.84,Credit Card,Clothing,5,Mobile,64.155.30.127,4193 Allen Parkways,9307 Randy Locks Apt. 403,0,28,0
a94b826b-0ca,f1d2d90d,913.25,Credit Card,Health,5,Tablet,184.29.109.217,861 Lisa Burgs Apt. 127,605 Shawn Highway Suite 038,0,308,1
60dfc2ed-ee7,999c4800,853.92,Net Banking,Electronics,4,Tablet,189.137.93.235,874 Gloria River Suite 029,17273 Russell Causeway Apt. 953,0,226,13
b7a99e49-c03,556bdfa4,471.98,Debit Card,Clothing,4,Mobile,81.62.230.110,383 Blevins Club,05363 Janice Avenue,0,233,0
7ff56cb0-3e1,f4703b67,148.01,PayPal,Sports,5,Mobile,202.57.242.155,784 Gomez Hill Apt. 011,483 Baker Port,0,210,19
a509fb1c-f85,ee85143c,409.13,Credit Card,Clothing,1,Desktop,33.216.68.149,08172 Bell Light,81836 Schaefer Ways,0,233,22
5203c53f-211,57ce50b2,744.72,PayPal,Electronics,5,Tablet,36.55.130.221,8282 Summer Oval Apt. 137,54072 Schaefer Village,0,46,0
a59a4bd6-26f,9798852f,89.3,Net Banking,Electronics,4,Desktop,213.26.50.149,6491 Dakota Ports Suite 245,306 Brown Canyon,0,73,0
4e46e105-dcb,100e5f7b,137.85,Credit Card,Health,5,Desktop,191.189.172.236,655 Kelly Summit,057 Adams Inlet Apt. 611,0,67,10
cd74dd51-3a5,fa98054f,17.62,PayPal,Home,2,Tablet,129.144.186.60,483 Kayla Ramp Suite 595,412 Nicholas Crossing Apt. 342,0,243,11
1f914e6a-72a,03180b83,263.32,PayPal,Sports,5,Tablet,194.173.34.154,3807 Andrew Orchard,64299 Hobbs Wells,0,250,22
ad734dd8-64e,14274615,500.85,Debit Card,Toys & Games,5,Desktop,111.116.3.162,023 Scott Courts,724 Danielle Stream,0,282,2
d9616746-dc1,cce46c39,431.34,PayPal,Health,4,Mobile,26.25.49.131,789 Hanson Fords,2015 Michael Tunnel,0,284,22
d3ff8d6e-7c5,c7bf9fd5,334.37,Net Banking,Home,1,Desktop,159.186.135.161,26239 Williams Ports Suite 367,01114 Brooke Well,0,218,7
9bad9726-b32,b2261d8c,489.09,PayPal,Sports,4,Mobile,41.80.201.112,7761 Janet Drive Apt. 369,66195 Susan Meadows,0,1,15
6249a9b7-1cd,fd4820fa,505.58,Credit Card,Toys & Games,5,Mobile,93.235.216.205,41216 Conner Street,463 Brandon Locks Suite 741,0,289,11
ed1c609d-910,52c8905c,818.1,Net Banking,Electronics,1,Desktop,96.255.99.39,778 Rachel Place,757 Ana Mount Apt. 500,0,151,21
32cc7c32-c0b,bd80bf94,541.95,Net Banking,Home,4,Desktop,41.176.238.38,90007 Adam Highway,0036 Hawkins Manors Suite 795,0,114,16
489e0b45-e19,5a278350,729.82,Net Banking,Electronics,5,Desktop,17.111.94.176,90243 Poole Oval,3212 Garrison Mission,0,53,22
6eedf498-c63,b9b1adca,233.29,Debit Card,Health,5,Desktop,65.82.174.32,600 Steele Ridge,0653 Cox Run,0,369,23
fe3a106e-963,56130961,361.61,Debit Card,Electronics,4,Tablet,41.225.101.250,888 Leah Square,458 Donna Trail,0,38,11
0892ed77-7dc,ecbf96fc,89.22,Debit Card,Electronics,2,Tablet,133.84.101.51,2774 Lisa Spur,02089 Kevin Lake,0,90,20
183f7be8-cd7,2ff5037f,868.77,PayPal,Toys & Games,4,Desktop,134.180.159.200,353 Turner Springs,55052 Andrews Creek,0,335,10
bdd915a4-8eb,c1a92b27,744.15,Debit Card,Health,1,Mobile,183.189.122.170,76441 Katherine Spur Suite 849,74367 Barnes Locks Suite 351,0,336,7
646fbdab-817,c4793a6d,948.04,PayPal,Clothing,2,Desktop,223.19.49.106,8403 Shelley Roads,521 Jacob Ville Apt. 172,0,383,12
a6ecf8bf-204,e4e63b01,90.65,Net Banking,Home,5,Desktop,119.98.69.209,91151 Flores Port Suite 091,7853 Craig Ferry,0,4,11
f172301b-0c5,8d1fc88c,62.58,Net Banking,Health,1,Tablet,185.234.109.39,6496 Flores Lakes,087 Hopkins Meadow Suite 150,1,223,12
acad98ca-63f,d3401d18,632.83,Debit Card,Home,4,Tablet,128.214.116.99,5714 Jackson Station Apt. 613,609 White Views Apt. 130,0,112,8
58316cf4-084,cc9231a2,368.98,PayPal,Health,3,Desktop,73.45.199.243,968 Haynes Square,84862 Cuevas Squares Suite 027,0,276,9
2617ee3d-238,7676c817,348.91,Credit Card,Health,1,Mobile,168.252.169.235,050 Christie Ferry Suite 018,4284 Stephenson Unions Apt. 462,0,163,18
89a88bd4-a2a,1fe571db,205.09,PayPal,Toys & Games,5,Mobile,118.28.146.179,002 Nicole Gardens Apt. 389,577 Trevor Ferry,0,86,4
10bc3ee3-55f,caffddd9,766.24,Net Banking,Home,4,Desktop,124.25.145.185,28747 Jones Hill,1842 Williams Lights,1,78,6
4c3a2732-640,afe8ffbe,708.36,Net Banking,Electronics,1,Desktop,39.159.59.107,95706 Herman Lodge,76257 Delgado Well Apt. 974,0,397,3
843b94a2-92b,17b6406b,537.58,Net Banking,Sports,2,Mobile,200.64.158.201,02810 Robert Alley Suite 085,354 Ashlee Shoal,0,116,1
4001fcb7-f59,a030663f,549.42,Credit Card,Clothing,1,Tablet,117.112.53.184,70941 Leonard Corners Suite 409,94806 Cohen Dale Suite 245,0,116,10
99593fda-5eb,49e70e58,123.48,Credit Card,Home,1,Tablet,130.255.254.112,670 Hernandez Mission,66638 Darren Crossing Apt. 011,0,8,22
fbb0c1a1-2ab,f60c618b,457.23,Net Banking,Clothing,5,Desktop,123.208.17.100,43153 Johnson Heights Suite 079,145 Taylor Drives,1,283,3
9a30c790-39c,844119af,646.52,Net Banking,Electronics,5,Tablet,175.239.31.18,86140 Perez Mount,490 Stewart Hill Suite 967,0,293,0
8a75cf04-6ca,c25b24cc,51.95,Net Banking,Home,3,Desktop,71.52.142.113,027 Anthony Corner Apt. 898,892 Kelly Passage,0,282,6
f4a1db70-9f9,a8257d8a,426.07,Debit Card,Electronics,2,Tablet,118.83.246.99,834 Kent Corners,83759 Mario Mall,0,173,21
7959e589-0a3,b85121fa,777.73,PayPal,Sports,3,Desktop,4.126.125.137,870 Williams Circles,763 Kenneth Road Apt. 206,0,307,19
9ab374b8-2c9,55d00a3e,803.14,PayPal,Sports,5,Desktop,156.12.164.104,336 Ashley Islands Suite 729,736 Mccall Summit,0,22,5
bf7cc4b6-428,f92fa7d6,716.27,Credit Card,Clothing,3,Desktop,204.46.162.118,3001 Madison Meadows Suite 549,529 Pamela Villages,0,331,14
b04c4ec7-baa,044f5b15,93.54,Debit Card,Clothing,1,Mobile,141.195.177.161,03254 Becky Mission,5710 Stevenson Avenue Suite 348,0,80,13
4a222ade-960,1be928b6,58.27,PayPal,Health,3,Desktop,95.249.240.47,348 Alyssa Junction,91593 Bob Spring Suite 804,0,104,9
b94bddda-a5f,60f436ea,543.4,Debit Card,Toys & Games,3,Desktop,70.229.180.132,4963 Rhodes Summit Suite 149,647 Courtney Station,0,370,5
6b7e084c-872,19c5cd07,271.57,PayPal,Clothing,5,Mobile,221.145.146.18,290 Chavez Ridges,40454 Taylor Roads Apt. 831,0,296,18
4ce597e0-db3,bbbe0fc1,171.71,PayPal,Clothing,1,Tablet,152.22.183.122,66738 Shelton Via,790 Compton Divide Suite 974,0,305,16
a12ee282-4ca,2bcc4812,492.81,PayPal,Electronics,5,Mobile,29.11.112.235,7198 Garcia Oval Suite 176,018 James Burg Suite 168,0,68,15
1a0d16d7-08d,659aa40c,463.12,PayPal,Clothing,2,Desktop,131.169.250.76,47221 Jamie Plains Suite 918,6504 Nicholas View,0,364,21
463ff972-585,9b3cf5ef,846.56,PayPal,Clothing,2,Mobile,67.238.174.195,715 Jason Plains Apt. 331,82477 Morgan Lake Apt. 938,0,374,2
9f485c0f-b4a,bf8b1ee4,143.3,Debit Card,Clothing,2,Mobile,116.165.183.154,993 Mark Creek,1129 Molina Course Suite 039,0,297,1
43270e40-27e,50263ba7,484.26,Debit Card,Clothing,5,Desktop,223.253.112.84,1241 Hill Keys,627 David Vista,0,182,0
72475de2-b8c,48ba5438,816.01,Credit Card,Electronics,1,Mobile,189.197.178.255,362 Griffin Parkways Suite 131,941 Diaz Rapids,0,165,14
5ae76a61-e76,38b23c4f,428.01,Net Banking,Clothing,4,Mobile,109.70.98.62,991 Nixon Track Apt. 657,85036 William Common,0,271,0
ba6b8ffa-e89,4441b6dd,81.11,Net Banking,Electronics,5,Tablet,28.199.241.123,2188 Kayla Radial Apt. 571,834 Lisa Lock,0,9,18
5ef1fe58-03c,3e9d20c6,54.05,Debit Card,Home,4,Mobile,54.216.179.85,9240 Chandler Harbor,8164 Sabrina Wells Apt. 738,0,67,9
c811f8e6-eb3,ace69f03,240.04,Debit Card,Home,5,Mobile,42.102.173.35,22683 Sims Ridges Apt. 462,0301 Oconnell Unions,0,101,23
e2b5ac09-11a,30eec90d,485.02,PayPal,Electronics,4,Desktop,113.87.223.143,0382 Lisa Pike,7131 Harris Mall Suite 141,0,142,18
bc123271-bd3,ecfe0378,482.59,PayPal,Electronics,4,Desktop,123.250.114.179,481 Jesse Manors Suite 703,8558 Hunter Corner Suite 727,0,319,20
ad8a2714-d77,4c395000,804.87,Net Banking,Electronics,1,Desktop,156.84.13.147,91195 Robert Passage,966 Merritt Via,0,261,18
040dc515-c2d,e90c4daf,990.74,Credit Card,Health,4,Desktop,91.73.170.179,0688 Harold Motorway Apt. 601,92874 Watson Divide Apt. 816,0,84,21
e80b2c18-588,2342a9c8,248.88,Net Banking,Clothing,2,Mobile,136.57.3.153,641 Young Island Suite 955,372 Natalie Neck Apt. 501,0,80,13
481ed892-91a,09a1f0a0,160.6,PayPal,Health,4,Mobile,166.79.198.129,721 Moreno Circles,47916 Leonard Ranch Suite 575,0,19,11
a55ecc60-9f6,9d970954,575.56,Net Banking,Clothing,4,Mobile,178.89.243.131,9893 Ramirez Motorway Suite 049,795 Charles Court,0,146,12
ac809ec6-97e,27509488,335.65,Debit Card,Electronics,2,Tablet,61.112.149.108,31285 Angela Flats,65234 Scott Shore,0,257,4
e75381ae-587,b8cbea7e,133.36,PayPal,Toys & Games,1,Desktop,65.54.95.17,9881 Martin Spur Suite 781,53176 Courtney Inlet Apt. 914,0,38,11
7b3e2e4a-544,ad387007,370.43,PayPal,Clothing,5,Mobile,21.232.13.171,8078 Brown Square,1020 Bridges Mission,0,183,1
13264266-b4a,3046608a,148.09,PayPal,Health,3,Desktop,99.6.148.221,7724 Oconnor Spring,969 Nash Ramp Apt. 129,0,253,21
9e13f1f1-0f3,fcaf7382,666.83,PayPal,Electronics,4,Mobile,11.179.75.116,639 Christina Forge,931 Nicole Trace,0,375,23
beff9ae8-204,403f9593,103.65,Debit Card,Home,2,Desktop,171.8.37.120,440 Benjamin Light Apt. 154,515 Eric Shoals Apt. 236,0,392,2
9a8377fa-1c9,6d7004b0,74.71,PayPal,Health,2,Tablet,140.157.6.85,1107 Sandra Street Apt. 795,060 Sydney Shoals Apt. 132,1,202,22
25f042e3-e7f,c5f71870,518.83,Credit Card,Clothing,1,Tablet,118.165.232.118,201 Autumn Gateway Apt. 933,40021 Kathleen Throughway Apt. 254,0,370,11
2da6e748-903,39fac728,463.97,Debit Card,Toys & Games,3,Tablet,77.180.161.153,19527 Mcdaniel Station Suite 865,0331 Christopher Ramp,0,170,21
4c24a4d6-b78,77533e0e,756.28,Credit Card,Sports,1,Desktop,105.56.110.197,6176 Brennan Island,360 Romero Fields Suite 757,0,346,21
467e5770-257,3b770fa3,442.87,Debit Card,Home,5,Desktop,148.168.167.223,8286 Lowe Centers Apt. 769,9155 Hunt Course Apt. 860,0,187,5
29e463b3-ed9,254b0adc,142.25,Credit Card,Sports,4,Mobile,17.31.97.143,5358 Martin Estate,8318 Jerry Street,0,106,12
c827034e-a94,966b7eed,49.49,Debit Card,Electronics,1,Desktop,189.66.222.2,6431 Thomas Crescent Apt. 780,46713 Makayla Flats,0,254,13
3b800f45-cf2,1a68fbee,593.9,PayPal,Home,5,Tablet,186.165.173.232,167 Gill Mill,2514 Rachel Ridge Suite 043,0,345,19
1bb1b3ba-adb,dff50a30,53.0,Net Banking,Home,4,Desktop,96.98.54.48,48263 Christian Springs,128 Ramos Inlet,0,210,17
3b0f9e53-ac9,5d748736,112.02,Net Banking,Health,4,Mobile,210.232.42.218,5615 Johnson Square,181 Wright Village Apt. 348,0,9,0
ea614d71-c35,c4e2615e,779.68,PayPal,Home,1,Desktop,132.89.156.196,032 Johnson Camp,79528 Green Causeway,1,179,14
a192047c-51f,5de1cdfa,508.19,Net Banking,Electronics,1,Mobile,136.248.135.237,8154 Jason Ridge,464 Jackson Courts,0,318,19
98c6f889-0f2,3022830f,104.3,Debit Card,Health,4,Mobile,143.92.158.161,99946 White Crossing,3795 Kevin Forge,0,90,2
25a171ab-c99,09187a9a,374.03,Net Banking,Health,3,Desktop,128.163.53.96,26896 Sean Streets Suite 199,978 Navarro Turnpike Apt. 989,0,67,13
5d26e495-91f,8d86ca3a,495.78,Net Banking,Clothing,1,Mobile,89.74.189.63,976 Ware Burg,7396 Love Valleys,0,275,6
122d52a6-3a7,6e47c301,526.85,PayPal,Sports,5,Desktop,183.184.68.32,113 Leblanc Creek Suite 786,3102 David Square,0,371,10
0eff3efa-a69,cc05f3c5,994.84,Net Banking,Health,2,Desktop,51.26.108.217,03268 Latasha Courts Suite 717,81164 Lori Mountain Suite 784,0,223,4
40821e59-c89,f19ba853,214.15,Net Banking,Sports,2,Mobile,175.198.128.215,447 Olivia Skyway Apt. 345,995 Taylor Manor,0,14,17
4ed6fc91-03b,20270782,973.09,Net Banking,Electronics,1,Desktop,13.73.155.89,6393 Nathaniel Dale,15631 Marcus Lights,0,90,9
08291a2c-696,f629abaf,891.45,Net Banking,Health,4,Desktop,209.75.169.197,496 Michael Rapid,5927 Morales Heights Suite 080,0,65,7
61aeba57-2ac,c15cabf4,36.75,Credit Card,Health,3,Mobile,4.156.126.68,2846 Hernandez Villages Suite 158,1503 Denise Rapid,0,359,17
7b935c53-f53,33be7f00,781.42,Credit Card,Health,3,Mobile,166.94.37.106,08658 Jennifer Alley,5003 Khan Ridges Suite 894,0,190,14
a8d135a0-5da,86db7ebb,367.74,Debit Card,Toys & Games,5,Desktop,61.55.91.190,9907 Jesse Summit,2166 Vazquez Courts,0,236,9
a5a7053a-293,a5a96012,452.29,Credit Card,Electronics,2,Desktop,161.35.248.135,54005 Moyer Street,0640 Tony Fall Suite 563,0,387,2
41c42c86-374,34831c22,44.32,Net Banking,Sports,2,Mobile,55.118.68.125,4511 Maria Knolls,7442 Sweeney Turnpike Apt. 756,0,32,0
4c06debc-a21,08ec2463,145.99,Net Banking,Home,4,Desktop,181.62.81.64,51606 Reed Ports Suite 627,724 Harper Court,0,267,10
204c521d-1a8,1d8545ea,725.93,Debit Card,Clothing,1,Desktop,34.59.73.55,5978 Swanson Landing Suite 827,8876 Montgomery Junction,0,357,18
0d5b0826-8e4,30513dbe,151.44,Net Banking,Electronics,4,Tablet,210.105.110.134,56153 Stephen Plain,228 Richard Crescent,0,23,8
5f16ab11-556,acff664e,175.97,PayPal,Health,1,Mobile,14.33.110.149,215 Colin Mills,211 Chen Centers Suite 687,0,275,14
7fff2d5f-5c0,d32aec52,705.1,Net Banking,Health,3,Desktop,143.117.179.161,965 David Park,6438 Rivera Mills,0,217,20
545212f5-0a5,dce40e85,424.66,Debit Card,Clothing,4,Mobile,217.164.230.244,50078 Robert Spur,0742 Amanda Track,0,275,2
253672b1-39e,84d1a7e0,226.66,Credit Card,Home,2,Mobile,61.128.158.187,98550 Alexander Bypass,867 Mary Avenue,0,174,21
f6c02ca9-0fd,cf0ba613,916.61,Credit Card,Sports,3,Desktop,125.140.65.167,70438 Samantha Dam Suite 097,715 Yu Falls Suite 561,0,372,19
ff8fa0bf-857,23e7e2b1,843.2,Credit Card,Sports,5,Tablet,102.239.56.214,14260 Ward Roads Suite 070,991 Alexander Route,0,194,19
13820e01-3b4,5a9439e2,631.42,Net Banking,Electronics,2,Tablet,134.144.237.12,619 Cheryl Vista,3311 Cortez Fall Suite 052,0,238,0
86d63694-9e8,2fc3447c,511.96,PayPal,Toys & Games,4,Mobile,123.129.211.207,22683 Jennifer Lights Apt. 716,4243 Kylie Parks Suite 524,0,334,2
3ede89df-90b,3993447a,117.23,Debit Card,Clothing,3,Desktop,128.32.176.0,05200 Wall Forges Suite 986,9250 Bennett Stream,0,348,9
7717af75-29f,a138316b,380.29,Net Banking,Sports,1,Tablet,135.204.49.41,70334 Smith Dam Suite 654,25052 Smith Court Apt. 255,0,187,14
ae5260de-897,3761d71d,74.15,PayPal,Toys & Games,3,Tablet,86.235.69.8,83382 Amy Port,20558 Hall Green Apt. 156,0,150,4
7e46ab5e-0bf,783ed752,527.82,Net Banking,Sports,3,Tablet,148.90.237.109,779 Devon Locks,4902 Katrina Mill,0,284,4
2c6e27cc-d45,567fce36,892.28,PayPal,Toys & Games,2,Desktop,8.149.51.137,28379 Sandra Road Apt. 327,6758 Bullock Rest Suite 031,0,168,21
24127d23-8cd,3ec31bc1,383.04,Net Banking,Clothing,1,Desktop,61.32.116.53,38022 Travis Fords Suite 307,6094 Hawkins Island Apt. 218,0,135,19
e48bc378-fe5,9d20bf23,704.63,PayPal,Health,2,Mobile,165.164.51.120,182 Melissa Parkways Suite 100,8995 Reeves Bypass Suite 977,0,77,13
775e6754-e5e,52fbc641,386.23,Credit Card,Home,2,Desktop,97.168.202.231,441 Vasquez Junctions,41447 Christopher Villages Suite 335,0,110,9
3068c745-18b,22bd4861,701.45,Credit Card,Sports,5,Tablet,38.72.82.252,2228 Kelly Grove Apt. 807,93098 Becker River,0,301,18
a478b173-cb9,2fdc8178,529.29,PayPal,Electronics,4,Desktop,101.117.21.78,55287 Kim Hill Apt. 495,8613 Mullins Common Suite 670,0,295,18
